delivery_id,order_id,delivery_status,delivery_time,rider_id
5327,5327,Failed,17:19:00,1814
5328,5328,Delayed,20:46:00,818
5329,5329,Failed,08:38:00,111
5330,5330,Delivered,20:36:00,533
5331,5331,Failed,17:25:00,1938
5332,5332,Failed,08:43:00,123
5333,5333,Delivered,17:07:00,1946
5334,5334,Failed,08:05:00,315
5335,5335,In Transit,20:35:00,956
5336,5336,Failed,18:25:00,1323
5337,5337,Failed,12:22:00,89
5338,5338,Delayed,17:36:00,1233
5339,5339,Delayed,11:47:00,861
5340,5340,Delivered,21:05:00,229
5341,5341,Failed,16:10:00,1375
5342,5342,Delivered,10:32:00,1232
5343,5343,Failed,17:04:00,692
5344,5344,Delivered,09:12:00,562
5345,5345,Delivered,13:23:00,1244
5346,5346,In Transit,13:26:00,64
5347,5347,In Transit,15:27:00,1809
5348,5348,In Transit,19:07:00,804
5349,5349,Delayed,19:40:00,914
5350,5350,Delayed,18:32:00,301
5351,5351,Delivered,18:08:00,1078
5352,5352,In Transit,11:54:00,831
5353,5353,Delayed,21:37:00,1414
5354,5354,In Transit,18:39:00,965
5355,5355,Delayed,18:42:00,1658
5356,5356,Failed,14:18:00,1470
5357,5357,Failed,17:48:00,1105
5358,5358,Delayed,20:24:00,1740
5359,5359,Delayed,20:33:00,1681
5360,5360,In Transit,16:28:00,1378
5361,5361,Delivered,19:51:00,1472
5362,5362,Delayed,17:24:00,1128
5363,5363,Failed,13:35:00,1755
5364,5364,Delivered,13:18:00,1516
5365,5365,In Transit,23:20:00,209
5366,5366,Delivered,08:02:00,1718
5367,5367,Delayed,16:29:00,1254
5368,5368,Delivered,12:35:00,1942
5369,5369,In Transit,20:24:00,65
5370,5370,Delivered,17:28:00,1715
5371,5371,Delayed,08:53:00,155
5372,5372,Failed,12:05:00,826
5373,5373,Failed,23:53:00,199
5374,5374,Failed,17:22:00,149
5375,5375,In Transit,11:48:00,201
5376,5376,In Transit,11:31:00,1596
5377,5377,Delivered,17:35:00,12
5378,5378,Delivered,16:55:00,1319
5379,5379,In Transit,21:58:00,573
5380,5380,In Transit,17:31:00,995
5381,5381,In Transit,11:22:00,1436
5382,5382,In Transit,14:24:00,1937
5383,5383,Delayed,09:56:00,1252
5384,5384,Failed,09:02:00,1235
5385,5385,Delivered,13:41:00,1058
5386,5386,Failed,21:46:00,604
5387,5387,Delayed,08:06:00,1060
5388,5388,Delayed,21:25:00,1024
5389,5389,Delivered,22:08:00,1929
5390,5390,Failed,15:47:00,334
5391,5391,Delayed,13:20:00,841
5392,5392,Delivered,11:40:00,505
5393,5393,In Transit,20:32:00,1992
5394,5394,Failed,19:37:00,306
5395,5395,Delayed,21:40:00,158
5396,5396,Delayed,18:47:00,655
5397,5397,Delivered,20:29:00,656
5398,5398,Failed,10:01:00,788
5399,5399,Delayed,08:26:00,1554
5400,5400,Delayed,08:10:00,1570
5401,5401,Failed,20:01:00,1924
5402,5402,Delayed,19:39:00,1567
5403,5403,Delivered,16:07:00,1894
5404,5404,Failed,08:10:00,1737
5405,5405,Delayed,13:34:00,1474
5406,5406,Failed,13:27:00,1624
5407,5407,Delivered,13:53:00,718
5408,5408,In Transit,19:47:00,586
5409,5409,In Transit,20:42:00,1917
5410,5410,Failed,11:52:00,1215
5411,5411,Delivered,23:41:00,209
5412,5412,In Transit,17:20:00,1755
5413,5413,Delivered,10:05:00,1522
5414,5414,Failed,10:52:00,1697
5415,5415,Delayed,22:32:00,1106
5416,5416,Delivered,17:28:00,1674
5417,5417,In Transit,10:40:00,1098
5418,5418,Delivered,15:25:00,23
5419,5419,Failed,20:04:00,381
5420,5420,In Transit,15:37:00,682
5421,5421,In Transit,08:10:00,835
5422,5422,Failed,09:25:00,86
5423,5423,Delayed,14:55:00,1044
5424,5424,Delayed,16:16:00,751
5425,5425,Delivered,23:07:00,600
5426,5426,In Transit,18:06:00,1797
5427,5427,In Transit,13:42:00,1102
5428,5428,Delivered,21:28:00,1298
5429,5429,Delayed,17:23:00,1379
5430,5430,Delayed,16:53:00,72
5431,5431,In Transit,18:56:00,1047
5432,5432,In Transit,16:03:00,1622
5433,5433,Failed,14:32:00,594
5434,5434,Delivered,08:38:00,1107
5435,5435,Failed,22:42:00,1695
5436,5436,Failed,15:27:00,1259
5437,5437,Delayed,18:41:00,345
5438,5438,Delayed,12:36:00,1665
5439,5439,Delayed,10:48:00,176
5440,5440,Failed,13:37:00,1505
5441,5441,Delayed,18:20:00,1757
5442,5442,In Transit,14:47:00,1489
5443,5443,In Transit,09:53:00,802
5444,5444,Failed,15:52:00,774
5445,5445,Failed,19:44:00,522
5446,5446,In Transit,16:07:00,644
5447,5447,In Transit,11:20:00,1306
5448,5448,Delayed,20:19:00,1553
5449,5449,In Transit,11:31:00,51
5450,5450,In Transit,18:22:00,1292
5451,5451,In Transit,20:12:00,1912
5452,5452,Delayed,18:15:00,321
5453,5453,Delivered,11:28:00,860
5454,5454,Failed,19:14:00,480
5455,5455,In Transit,11:35:00,1966
5456,5456,Failed,14:53:00,1289
5457,5457,Failed,11:44:00,127
5458,5458,Failed,17:29:00,669
5459,5459,Delayed,16:21:00,775
5460,5460,In Transit,13:29:00,326
5461,5461,In Transit,21:25:00,1565
5462,5462,Delayed,14:31:00,12
5463,5463,Delivered,14:29:00,1210
5464,5464,Failed,15:08:00,1104
5465,5465,Failed,09:04:00,1396
5466,5466,Failed,23:26:00,1516
5467,5467,In Transit,12:14:00,527
5468,5468,Delayed,20:37:00,1732
5469,5469,Failed,23:33:00,1280
5470,5470,Delayed,22:23:00,682
5471,5471,In Transit,13:17:00,88
5472,5472,Delayed,08:52:00,545
5473,5473,Delayed,19:08:00,879
5474,5474,Delivered,23:55:00,645
5475,5475,Delayed,12:51:00,774
5476,5476,Failed,11:33:00,969
5477,5477,Delayed,13:01:00,1724
5478,5478,Failed,10:08:00,1369
5479,5479,Delivered,20:36:00,1693
5480,5480,Failed,14:28:00,1784
5481,5481,In Transit,22:47:00,417
5482,5482,Failed,15:14:00,76
5483,5483,Delayed,14:00:00,660
5484,5484,Delivered,22:02:00,1146
5485,5485,Delivered,20:17:00,1172
5486,5486,Failed,09:29:00,1431
5487,5487,In Transit,18:44:00,1479
5488,5488,Failed,09:48:00,1373
5489,5489,In Transit,23:35:00,867
5490,5490,In Transit,09:58:00,1891
5491,5491,Delayed,16:47:00,1340
5492,5492,Delivered,11:58:00,657
5493,5493,Delivered,14:21:00,251
5494,5494,Delivered,15:20:00,1732
5495,5495,Delayed,11:01:00,1195
5496,5496,Delayed,21:10:00,431
5497,5497,In Transit,23:48:00,517
5498,5498,Delivered,18:50:00,464
5499,5499,Delivered,18:46:00,1150
5500,5500,In Transit,16:21:00,110
5501,5501,Delayed,11:40:00,342
5502,5502,Delayed,10:08:00,1260
5503,5503,In Transit,13:08:00,1277
5504,5504,Delayed,15:37:00,520
5505,5505,Failed,12:09:00,1240
5506,5506,In Transit,11:01:00,1982
5507,5507,In Transit,21:30:00,738
5508,5508,In Transit,21:42:00,750
5509,5509,Failed,19:08:00,1399
5510,5510,Failed,15:58:00,767
5511,5511,Delivered,22:56:00,1677
5512,5512,Delivered,17:16:00,1990
5513,5513,Delayed,19:38:00,1582
5514,5514,Delivered,11:05:00,348
5515,5515,Delayed,18:57:00,1829
5516,5516,Delivered,17:29:00,1391
5517,5517,Delivered,23:43:00,892
5518,5518,Failed,10:11:00,760
5519,5519,Delayed,18:10:00,1451
5520,5520,Delivered,14:57:00,437
5521,5521,Delivered,13:58:00,1357
5522,5522,Failed,22:40:00,602
5523,5523,In Transit,16:08:00,456
5524,5524,Delayed,17:08:00,771
5525,5525,Delayed,21:17:00,915
5526,5526,Failed,22:51:00,1074
5527,5527,Delivered,17:20:00,1286
5528,5528,Delayed,18:24:00,176
5529,5529,Delivered,20:35:00,100
5530,5530,In Transit,15:16:00,1494
5531,5531,In Transit,09:25:00,1185
5532,5532,In Transit,14:31:00,1815
5533,5533,Delayed,16:58:00,1818
5534,5534,Delivered,10:32:00,1463
5535,5535,Failed,19:39:00,222
5536,5536,Delayed,16:27:00,59
5537,5537,Delayed,16:10:00,1753
5538,5538,Failed,11:01:00,1195
5539,5539,Delayed,12:15:00,1584
5540,5540,In Transit,15:17:00,1985
5541,5541,Delivered,13:08:00,117
5542,5542,Delayed,16:50:00,91
5543,5543,Failed,21:23:00,303
5544,5544,Delayed,21:38:00,1412
5545,5545,In Transit,08:53:00,525
5546,5546,Failed,09:31:00,50
5547,5547,In Transit,10:24:00,919
5548,5548,Delayed,14:14:00,1496
5549,5549,Failed,17:08:00,685
5550,5550,Failed,12:21:00,3
5551,5551,Delivered,20:51:00,380
5552,5552,In Transit,13:13:00,547
5553,5553,Delayed,18:19:00,521
5554,5554,In Transit,14:30:00,1106
5555,5555,Failed,14:55:00,431
5556,5556,Delivered,10:12:00,418
5557,5557,In Transit,08:36:00,1505
5558,5558,Delivered,12:02:00,187
5559,5559,Failed,17:00:00,1793
5560,5560,Delayed,23:11:00,611
5561,5561,In Transit,18:22:00,1817
5562,5562,Failed,14:16:00,1733
5563,5563,Delayed,18:55:00,1951
5564,5564,Failed,23:44:00,1768
5565,5565,Failed,14:10:00,179
5566,5566,In Transit,16:25:00,1565
5567,5567,Delivered,17:12:00,1027
5568,5568,Delivered,09:15:00,1031
5569,5569,Delayed,15:16:00,1656
5570,5570,Delayed,11:21:00,1677
5571,5571,Failed,16:49:00,1874
5572,5572,Delayed,17:51:00,182
5573,5573,Delayed,17:49:00,568
5574,5574,Delayed,08:58:00,465
5575,5575,Delivered,19:11:00,1762
5576,5576,In Transit,10:00:00,954
5577,5577,Failed,08:21:00,721
5578,5578,In Transit,19:24:00,1986
5579,5579,Delayed,14:15:00,1250
5580,5580,In Transit,20:15:00,1526
5581,5581,Delayed,23:35:00,115
5582,5582,Delayed,16:17:00,111
5583,5583,Failed,18:30:00,782
5584,5584,In Transit,11:11:00,942
5585,5585,Delayed,08:00:00,988
5586,5586,Delivered,11:04:00,1102
5587,5587,In Transit,12:27:00,624
5588,5588,Failed,20:12:00,431
5589,5589,In Transit,20:56:00,527
5590,5590,Failed,20:49:00,956
5591,5591,Delivered,10:18:00,236
5592,5592,Delayed,10:16:00,1943
5593,5593,Delayed,08:30:00,1248
5594,5594,Delivered,12:39:00,1985
5595,5595,Failed,17:27:00,447
5596,5596,Delayed,16:01:00,610
5597,5597,Failed,23:50:00,888
5598,5598,Failed,17:24:00,1086
5599,5599,Delivered,10:49:00,336
5600,5600,Failed,17:24:00,863
5601,5601,Delivered,14:49:00,1657
5602,5602,Delivered,10:03:00,859
5603,5603,Delayed,23:38:00,1473
5604,5604,Delivered,12:01:00,516
5605,5605,Delayed,09:33:00,1950
5606,5606,Delivered,19:44:00,407
5607,5607,In Transit,11:35:00,583
5608,5608,Delivered,17:05:00,933
5609,5609,In Transit,23:08:00,493
5610,5610,Failed,15:59:00,1307
5611,5611,In Transit,10:00:00,1867
5612,5612,Delayed,14:42:00,1748
5613,5613,In Transit,22:55:00,1631
5614,5614,In Transit,16:15:00,374
5615,5615,In Transit,22:16:00,832
5616,5616,Delayed,19:19:00,1326
5617,5617,Delivered,20:07:00,1077
5618,5618,Delayed,22:48:00,1362
5619,5619,In Transit,22:12:00,1442
5620,5620,Delayed,20:03:00,1466
5621,5621,Failed,10:26:00,1280
5622,5622,Delayed,08:34:00,439
5623,5623,Delayed,20:28:00,147
5624,5624,Delivered,18:26:00,142
5625,5625,In Transit,17:14:00,1327
5626,5626,Delivered,14:11:00,239
5627,5627,Delayed,20:40:00,468
5628,5628,In Transit,09:00:00,1175
5629,5629,Failed,20:18:00,1950
5630,5630,Delayed,23:05:00,83
5631,5631,Delivered,19:43:00,779
5632,5632,Delayed,13:46:00,771
5633,5633,Delayed,22:20:00,598
5634,5634,Failed,10:05:00,1158
5635,5635,Delivered,22:21:00,268
5636,5636,Delivered,09:39:00,1874
5637,5637,Failed,19:40:00,1363
5638,5638,In Transit,12:13:00,279
5639,5639,Delayed,09:03:00,604
5640,5640,In Transit,15:35:00,586
5641,5641,In Transit,22:42:00,1230
5642,5642,In Transit,09:32:00,568
5643,5643,Failed,19:18:00,1059
5644,5644,Failed,13:58:00,389
5645,5645,In Transit,12:14:00,1816
5646,5646,Delivered,10:50:00,1344
5647,5647,Failed,14:04:00,813
5648,5648,In Transit,19:04:00,1160
5649,5649,Failed,13:04:00,276
5650,5650,Delivered,15:20:00,399
5651,5651,In Transit,14:07:00,591
5652,5652,Failed,11:08:00,213
5653,5653,In Transit,09:02:00,722
5654,5654,Failed,13:01:00,1576
5655,5655,In Transit,22:54:00,1686
5656,5656,Delivered,14:30:00,170
5657,5657,In Transit,09:03:00,741
5658,5658,Delivered,14:29:00,650
5659,5659,Failed,22:15:00,1358
5660,5660,Delivered,16:44:00,884
5661,5661,Delivered,18:41:00,1320
5662,5662,Delayed,20:13:00,1869
5663,5663,Delayed,15:07:00,1870
5664,5664,Failed,10:53:00,1697
5665,5665,Failed,20:11:00,643
5666,5666,In Transit,23:36:00,1621
5667,5667,Failed,21:25:00,94
5668,5668,In Transit,17:04:00,1218
5669,5669,Failed,10:13:00,1241
5670,5670,Failed,14:55:00,592
5671,5671,In Transit,18:29:00,847
5672,5672,In Transit,08:39:00,86
5673,5673,In Transit,23:22:00,337
5674,5674,Delayed,08:05:00,1989
5675,5675,Failed,16:19:00,1142
5676,5676,Delivered,18:19:00,278
5677,5677,Failed,19:36:00,872
5678,5678,Failed,18:00:00,927
5679,5679,Delivered,18:26:00,1169
5680,5680,Delivered,20:10:00,601
5681,5681,Delayed,14:18:00,1261
5682,5682,Delivered,10:26:00,537
5683,5683,Delivered,09:25:00,1759
5684,5684,Failed,12:14:00,1513
5685,5685,Failed,22:50:00,252
5686,5686,Delivered,08:22:00,102
5687,5687,Delayed,14:45:00,49
5688,5688,Delayed,12:05:00,367
5689,5689,In Transit,13:57:00,2
5690,5690,Delivered,10:31:00,1575
5691,5691,In Transit,21:12:00,582
5692,5692,Failed,17:46:00,947
5693,5693,In Transit,13:54:00,1763
5694,5694,In Transit,20:31:00,397
5695,5695,In Transit,13:35:00,1131
5696,5696,Delivered,08:45:00,116
5697,5697,Delivered,22:18:00,366
5698,5698,In Transit,14:48:00,560
5699,5699,Delivered,23:34:00,167
5700,5700,Delivered,15:11:00,1142
5701,5701,In Transit,12:27:00,345
5702,5702,Failed,15:56:00,1911
5703,5703,Delayed,19:13:00,590
5704,5704,Delivered,16:02:00,98
5705,5705,Delivered,12:36:00,557
5706,5706,Delayed,10:47:00,1898
5707,5707,Delivered,11:32:00,344
5708,5708,Delayed,19:01:00,1296
5709,5709,Delayed,22:04:00,18
5710,5710,In Transit,10:05:00,33
5711,5711,Delivered,15:58:00,301
5712,5712,In Transit,19:52:00,632
5713,5713,Delayed,12:57:00,387
5714,5714,In Transit,17:25:00,863
5715,5715,In Transit,08:27:00,275
5716,5716,Delivered,21:28:00,1141
5717,5717,Failed,14:15:00,400
5718,5718,Delivered,23:30:00,690
5719,5719,In Transit,13:39:00,1372
5720,5720,In Transit,19:26:00,383
5721,5721,Delivered,19:40:00,1236
5722,5722,Delivered,14:12:00,923
5723,5723,In Transit,17:50:00,1373
5724,5724,Delivered,12:54:00,1223
5725,5725,Delivered,16:31:00,1668
5726,5726,In Transit,15:59:00,1369
5727,5727,Delivered,16:14:00,804
5728,5728,In Transit,10:40:00,1316
5729,5729,Delivered,08:43:00,1660
5730,5730,Failed,13:10:00,1481
5731,5731,Delayed,15:59:00,1662
5732,5732,In Transit,13:08:00,498
5733,5733,In Transit,16:18:00,1738
5734,5734,Delivered,11:27:00,544
5735,5735,Delayed,16:22:00,30
5736,5736,Failed,14:00:00,608
5737,5737,In Transit,23:08:00,561
5738,5738,Delivered,22:51:00,866
5739,5739,Delayed,09:03:00,1691
5740,5740,Delivered,15:57:00,1010
5741,5741,Delivered,18:16:00,590
5742,5742,Delayed,13:59:00,1211
5743,5743,Delivered,20:00:00,325
5744,5744,In Transit,12:33:00,1117
5745,5745,In Transit,18:07:00,1591
5746,5746,Delayed,12:03:00,1458
5747,5747,In Transit,21:10:00,310
5748,5748,Failed,17:19:00,1038
5749,5749,Delivered,14:42:00,879
5750,5750,Delivered,12:19:00,72
5751,5751,Delivered,10:39:00,1413
5752,5752,Failed,18:56:00,1449
5753,5753,Delayed,18:41:00,108
5754,5754,Delivered,21:10:00,1640
5755,5755,Failed,14:32:00,1010
5756,5756,Delayed,11:23:00,576
5757,5757,Delivered,21:27:00,1091
5758,5758,In Transit,08:53:00,1589
5759,5759,In Transit,10:06:00,1305
5760,5760,Delivered,08:31:00,484
5761,5761,Failed,14:23:00,206
5762,5762,Delivered,13:41:00,1093
5763,5763,In Transit,13:59:00,568
5764,5764,Failed,12:11:00,1931
5765,5765,Delivered,23:42:00,221
5766,5766,Delivered,10:10:00,956
5767,5767,Delivered,15:13:00,1657
5768,5768,In Transit,23:55:00,663
5769,5769,Failed,10:57:00,795
5770,5770,In Transit,09:47:00,1460
5771,5771,In Transit,20:01:00,28
5772,5772,In Transit,12:53:00,429
5773,5773,In Transit,22:01:00,120
5774,5774,Delayed,08:11:00,1644
5775,5775,Delivered,15:30:00,1797
5776,5776,In Transit,09:15:00,627
5777,5777,In Transit,20:43:00,170
5778,5778,Delayed,17:50:00,46
5779,5779,Delayed,10:08:00,72
5780,5780,Failed,13:22:00,1536
5781,5781,Delivered,09:30:00,1750
5782,5782,In Transit,20:34:00,401
5783,5783,Delayed,14:34:00,373
5784,5784,Delivered,19:57:00,106
5785,5785,Delivered,17:59:00,1715
5786,5786,Delivered,17:01:00,1747
5787,5787,Delivered,22:54:00,1108
5788,5788,Delayed,12:22:00,1081
5789,5789,Delayed,15:30:00,1483
5790,5790,Delivered,17:41:00,1324
5791,5791,In Transit,17:35:00,1088
5792,5792,In Transit,20:46:00,1848
5793,5793,Failed,15:05:00,561
5794,5794,Delayed,13:27:00,1220
5795,5795,Delayed,11:55:00,101
5796,5796,Failed,22:04:00,1652
5797,5797,In Transit,11:29:00,309
5798,5798,Failed,22:28:00,146
5799,5799,Failed,12:15:00,214
5800,5800,In Transit,14:09:00,1232
5801,5801,In Transit,19:50:00,1615
5802,5802,Failed,18:09:00,883
5803,5803,In Transit,18:12:00,486
5804,5804,Delivered,08:56:00,1043
5805,5805,In Transit,18:43:00,745
5806,5806,Delayed,22:50:00,1913
5807,5807,Failed,21:38:00,45
5808,5808,Delayed,09:35:00,1348
5809,5809,In Transit,12:15:00,1725
5810,5810,Failed,23:07:00,981
5811,5811,Delayed,12:16:00,1419
5812,5812,Delivered,11:01:00,167
5813,5813,In Transit,14:12:00,795
5814,5814,Delivered,14:35:00,215
5815,5815,In Transit,12:30:00,1103
5816,5816,In Transit,11:10:00,251
5817,5817,Failed,21:31:00,1877
5818,5818,Failed,20:42:00,1651
5819,5819,Delivered,11:10:00,1687
5820,5820,Delivered,18:38:00,993
5821,5821,In Transit,09:14:00,1371
5822,5822,In Transit,23:53:00,1689
5823,5823,Delayed,19:22:00,36
5824,5824,Delayed,23:31:00,626
5825,5825,In Transit,18:20:00,751
5826,5826,Delivered,09:29:00,66
5827,5827,Delivered,22:08:00,277
5828,5828,Delayed,10:02:00,1873
5829,5829,In Transit,16:40:00,1861
5830,5830,Failed,18:23:00,904
5831,5831,In Transit,16:56:00,455
5832,5832,Failed,15:51:00,1879
5833,5833,In Transit,23:59:00,689
5834,5834,Failed,11:45:00,594
5835,5835,In Transit,21:56:00,184
5836,5836,In Transit,11:32:00,130
5837,5837,Delayed,23:40:00,150
5838,5838,Failed,22:42:00,436
5839,5839,Failed,10:11:00,1318
5840,5840,Failed,20:55:00,1011
5841,5841,Delayed,09:31:00,320
5842,5842,In Transit,17:33:00,326
5843,5843,In Transit,14:46:00,1872
5844,5844,In Transit,17:35:00,738
5845,5845,In Transit,17:14:00,1830
5846,5846,Failed,23:24:00,1141
5847,5847,In Transit,08:45:00,677
5848,5848,In Transit,17:39:00,1637
5849,5849,Delayed,10:29:00,401
5850,5850,Delayed,22:04:00,711
5851,5851,Delayed,19:24:00,438
5852,5852,Delivered,17:46:00,439
5853,5853,Delivered,21:26:00,118
5854,5854,Delayed,20:03:00,48
5855,5855,Delayed,15:08:00,33
5856,5856,Failed,19:43:00,383
5857,5857,In Transit,21:20:00,1032
5858,5858,Delayed,15:38:00,151
5859,5859,In Transit,19:45:00,1400
5860,5860,Delivered,21:17:00,1139
5861,5861,In Transit,13:02:00,1838
5862,5862,In Transit,13:10:00,1406
5863,5863,Failed,18:48:00,1280
5864,5864,Delivered,08:46:00,1929
5865,5865,Delayed,16:02:00,297
5866,5866,Delayed,17:08:00,324
5867,5867,Failed,16:55:00,720
5868,5868,In Transit,20:31:00,1095
5869,5869,Delayed,23:08:00,351
5870,5870,Delivered,23:57:00,872
5871,5871,Delayed,23:01:00,282
5872,5872,In Transit,15:50:00,1005
5873,5873,Failed,15:42:00,1308
5874,5874,Delivered,08:29:00,831
5875,5875,Delivered,20:13:00,1929
5876,5876,Delivered,22:31:00,1420
5877,5877,Failed,11:23:00,1233
5878,5878,Delivered,09:53:00,661
5879,5879,Failed,10:15:00,281
5880,5880,In Transit,21:51:00,716
5881,5881,Delivered,23:21:00,1094
5882,5882,Failed,21:58:00,671
5883,5883,Delivered,19:26:00,1076
5884,5884,Failed,10:15:00,300
5885,5885,Delayed,15:01:00,497
5886,5886,Delivered,22:08:00,1434
5887,5887,Delayed,09:38:00,521
5888,5888,Failed,12:56:00,569
5889,5889,Delivered,14:53:00,1034
5890,5890,Failed,10:14:00,291
5891,5891,Delivered,19:31:00,1337
5892,5892,Delayed,22:11:00,714
5893,5893,Delayed,13:32:00,416
5894,5894,Delivered,12:11:00,442
5895,5895,Delivered,11:38:00,756
5896,5896,Delayed,18:56:00,1250
5897,5897,Delivered,08:30:00,982
5898,5898,Delivered,19:32:00,1652
5899,5899,In Transit,16:50:00,497
5900,5900,Delayed,18:25:00,761
5901,5901,In Transit,23:17:00,761
5902,5902,Delayed,21:25:00,1548
5903,5903,Delayed,09:49:00,444
5904,5904,Delayed,12:25:00,1235
5905,5905,Delivered,18:09:00,1976
5906,5906,Delayed,16:33:00,1745
5907,5907,Failed,19:37:00,1648
5908,5908,Delayed,16:00:00,1017
5909,5909,In Transit,12:14:00,1011
5910,5910,Delivered,15:27:00,955
5911,5911,Delivered,20:27:00,549
5912,5912,Failed,21:59:00,893
5913,5913,Delayed,17:46:00,836
5914,5914,In Transit,13:57:00,29
5915,5915,In Transit,08:03:00,31
5916,5916,Delivered,08:45:00,262
5917,5917,Delivered,13:25:00,450
5918,5918,Delayed,09:46:00,1650
5919,5919,In Transit,08:10:00,1547
5920,5920,Delivered,19:43:00,934
5921,5921,Failed,20:44:00,58
5922,5922,Delivered,10:49:00,1769
5923,5923,Delivered,15:48:00,724
5924,5924,Failed,22:36:00,1624
5925,5925,In Transit,11:36:00,487
5926,5926,In Transit,23:09:00,1189
5927,5927,Failed,21:33:00,133
5928,5928,Failed,13:18:00,1730
5929,5929,Delivered,19:25:00,1689
5930,5930,Failed,17:53:00,1609
5931,5931,Delayed,20:57:00,1123
5932,5932,In Transit,11:38:00,134
5933,5933,Failed,10:27:00,1070
5934,5934,In Transit,17:58:00,468
5935,5935,In Transit,12:32:00,1550
5936,5936,Delayed,08:33:00,1456
5937,5937,Delayed,22:09:00,1614
5938,5938,Delayed,19:44:00,877
5939,5939,In Transit,23:59:00,126
5940,5940,Delivered,22:49:00,701
5941,5941,Delivered,18:59:00,866
5942,5942,Delayed,12:45:00,45
5943,5943,Delivered,16:11:00,230
5944,5944,In Transit,21:02:00,671
5945,5945,In Transit,23:53:00,689
5946,5946,Delayed,16:26:00,406
5947,5947,Failed,16:16:00,1055
5948,5948,Failed,13:11:00,694
5949,5949,Delayed,16:18:00,1488
5950,5950,Failed,16:03:00,275
5951,5951,Failed,22:35:00,56
5952,5952,Failed,22:54:00,874
5953,5953,Failed,14:29:00,1431
5954,5954,Failed,08:31:00,238
5955,5955,In Transit,17:29:00,1506
5956,5956,Failed,13:06:00,1473
5957,5957,Delivered,20:59:00,1002
5958,5958,Delivered,14:59:00,110
5959,5959,Failed,10:59:00,94
5960,5960,Delivered,15:11:00,1193
5961,5961,In Transit,20:06:00,532
5962,5962,Delivered,20:35:00,1549
5963,5963,Delayed,16:38:00,138
5964,5964,In Transit,11:23:00,695
5965,5965,In Transit,14:12:00,880
5966,5966,Delivered,21:48:00,38
5967,5967,In Transit,17:13:00,1631
5968,5968,Delivered,10:57:00,1015
5969,5969,Failed,16:02:00,412
5970,5970,Failed,19:55:00,1699
5971,5971,Failed,16:50:00,478
5972,5972,Failed,19:27:00,474
5973,5973,In Transit,21:31:00,1891
5974,5974,Delayed,21:44:00,929
5975,5975,Delivered,17:12:00,10
5976,5976,Delayed,08:43:00,327
5977,5977,Delivered,09:48:00,1343
5978,5978,Delivered,22:04:00,470
5979,5979,In Transit,17:24:00,1804
5980,5980,In Transit,09:59:00,1820
5981,5981,In Transit,08:28:00,1119
5982,5982,Delayed,23:13:00,1488
5983,5983,Delivered,13:43:00,143
5984,5984,Delivered,17:27:00,1768
5985,5985,Delivered,22:22:00,1986
5986,5986,Delivered,19:04:00,1515
5987,5987,In Transit,09:52:00,1187
5988,5988,Delayed,20:28:00,1332
5989,5989,Delayed,23:17:00,1838
5990,5990,Failed,13:35:00,668
5991,5991,In Transit,13:59:00,399
5992,5992,Delayed,08:41:00,1703
5993,5993,In Transit,12:03:00,1741
5994,5994,Delayed,21:47:00,1028
5995,5995,In Transit,11:37:00,1399
5996,5996,Delivered,10:05:00,1671
5997,5997,Delivered,16:25:00,32
5998,5998,Delayed,12:02:00,1417
5999,5999,In Transit,12:11:00,1596
6000,6000,In Transit,18:02:00,1502
6001,6001,Failed,23:47:00,1876
6002,6002,Failed,18:31:00,1644
6003,6003,Failed,20:55:00,1942
6004,6004,Delayed,17:51:00,1798
6005,6005,Delayed,23:34:00,1809
6006,6006,In Transit,14:31:00,1978
6007,6007,Failed,10:48:00,1338
6008,6008,Delivered,17:46:00,1017
6009,6009,In Transit,12:35:00,1037
6010,6010,Failed,18:18:00,676
6011,6011,In Transit,10:09:00,1465
6012,6012,Failed,22:00:00,705
6013,6013,Delayed,08:47:00,822
6014,6014,Failed,09:57:00,1276
6015,6015,Delayed,16:13:00,1411
6016,6016,Delayed,17:06:00,922
6017,6017,In Transit,12:50:00,651
6018,6018,Delivered,16:14:00,1798
6019,6019,Delivered,22:18:00,108
6020,6020,Delivered,15:16:00,251
6021,6021,Delayed,12:05:00,32
6022,6022,In Transit,09:49:00,1289
6023,6023,In Transit,23:10:00,1702
6024,6024,Delayed,10:04:00,1660
6025,6025,In Transit,20:46:00,1152
6026,6026,Failed,08:49:00,139
6027,6027,Delayed,08:59:00,1366
6028,6028,Delivered,16:57:00,1936
6029,6029,Delivered,21:01:00,1753
6030,6030,Delivered,10:00:00,566
6031,6031,Delivered,09:03:00,1228
6032,6032,In Transit,14:59:00,392
6033,6033,Delivered,15:45:00,1316
6034,6034,In Transit,23:21:00,791
6035,6035,Delivered,15:47:00,951
6036,6036,Failed,14:59:00,1528
6037,6037,Failed,22:08:00,1068
6038,6038,Delivered,19:35:00,97
6039,6039,In Transit,17:52:00,1594
6040,6040,In Transit,08:39:00,1322
6041,6041,Failed,15:06:00,631
6042,6042,Failed,09:53:00,992
6043,6043,Failed,16:08:00,1904
6044,6044,Delivered,19:41:00,1305
6045,6045,Delayed,19:11:00,1459
6046,6046,In Transit,09:38:00,1716
6047,6047,In Transit,18:32:00,1126
6048,6048,In Transit,20:14:00,1723
6049,6049,In Transit,14:31:00,780
6050,6050,In Transit,14:22:00,924
6051,6051,In Transit,14:02:00,557
