order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
3675,6849,1048,Fried Rice,2024-05-29,22:29:00,Pending,666.41
3676,3489,947,Butter Naan,2023-10-30,10:56:00,Preparing,859.66
3677,6665,914,Momos,2023-10-27,09:25:00,Delivered,410.67
3678,4720,315,Masala Dosa,2023-09-16,10:28:00,Pending,227.0
3679,1861,847,Masala Dosa,2024-05-19,17:44:00,Pending,547.61
3680,9728,350,Tandoori Chicken,2023-08-14,10:32:00,Cancelled,609.13
3681,2023,208,Paneer Butter Masala,2024-04-22,22:46:00,Pending,613.84
3682,6985,1,Masala Dosa,2024-10-27,08:18:00,Delivered,199.78
3683,5267,1959,Pasta Alfredo,2024-10-12,20:09:00,Pending,1056.0
3684,242,183,Margherita Pizza,2023-01-21,08:55:00,Preparing,436.07
3685,7039,1723,Veg Burger,2023-02-10,22:40:00,Preparing,775.86
3686,8957,1826,Chicken Biryani,2023-11-19,09:01:00,Delivered,339.31
3687,4072,383,Butter Naan,2023-12-26,12:59:00,Cancelled,323.07
3688,872,59,Margherita Pizza,2023-06-07,22:30:00,Cancelled,665.48
3689,6779,1571,Butter Naan,2024-07-18,20:18:00,Cancelled,839.22
3690,4163,550,Paneer Butter Masala,2023-03-21,22:18:00,Preparing,663.49
3691,7197,490,Tandoori Chicken,2023-04-24,14:07:00,Delivered,181.35
3692,6952,1245,Tandoori Chicken,2024-02-26,15:42:00,Preparing,872.17
3693,2946,1331,Paneer Butter Masala,2024-10-22,15:28:00,Cancelled,744.89
3694,1173,26,Chicken Biryani,2024-10-20,08:05:00,Delivered,857.37
3695,3,1458,Chicken Biryani,2024-08-21,08:13:00,Preparing,725.99
3696,8363,1361,Veg Burger,2023-01-01,13:45:00,Preparing,625.16
3697,5264,1547,Tandoori Chicken,2024-04-05,13:33:00,Delivered,308.89
3698,2689,63,Fried Rice,2023-11-06,12:57:00,Pending,976.09
3699,2830,1338,Chicken Biryani,2024-05-11,10:59:00,Pending,939.04
3700,8963,56,Butter Naan,2024-12-13,18:39:00,Delivered,293.51
3701,1673,100,Momos,2024-09-20,23:15:00,Preparing,203.96
3702,562,1591,Paneer Butter Masala,2023-04-05,19:29:00,Cancelled,646.2
3703,8418,785,Veg Burger,2024-03-07,17:16:00,Delivered,1096.31
3704,7258,1583,Chicken Biryani,2024-12-30,17:57:00,Pending,543.59
3705,4120,750,Momos,2024-08-15,14:48:00,Pending,852.51
3706,3596,180,Margherita Pizza,2023-08-14,17:47:00,Cancelled,486.96
3707,8594,1237,Margherita Pizza,2024-12-06,12:49:00,Pending,664.15
3708,2027,292,Masala Dosa,2023-01-03,13:04:00,Preparing,431.68
3709,8027,713,Chicken Biryani,2024-07-10,11:53:00,Pending,1013.79
3710,6771,1315,Butter Naan,2024-12-23,09:21:00,Pending,500.53
3711,7981,338,Veg Burger,2023-05-05,10:34:00,Cancelled,441.57
3712,2301,1066,Fried Rice,2023-07-06,12:42:00,Pending,833.32
3713,4031,1999,Margherita Pizza,2024-07-23,12:52:00,Preparing,615.03
3714,1084,1043,Momos,2024-02-03,12:18:00,Cancelled,1102.19
3715,8869,1027,Butter Naan,2023-12-28,16:49:00,Preparing,865.44
3716,3295,621,Masala Dosa,2024-04-11,13:01:00,Pending,637.44
3717,6382,1760,Fried Rice,2024-08-27,20:52:00,Delivered,825.61
3718,9169,228,Tandoori Chicken,2024-05-20,18:19:00,Delivered,826.58
3719,90,741,Paneer Butter Masala,2023-03-26,18:47:00,Preparing,231.13
3720,5748,465,Paneer Butter Masala,2023-06-06,21:03:00,Cancelled,1037.26
3721,9942,397,Veg Burger,2023-12-15,16:30:00,Pending,424.16
3722,5697,290,Momos,2024-06-23,13:55:00,Preparing,1049.03
3723,7369,516,Tandoori Chicken,2024-03-11,22:17:00,Pending,962.08
3724,9315,1081,Momos,2023-12-24,21:00:00,Delivered,244.6
3725,718,276,Momos,2023-06-26,09:18:00,Cancelled,469.81
3726,3293,869,Tandoori Chicken,2024-06-30,15:04:00,Pending,289.24
3727,8236,1961,Margherita Pizza,2024-03-05,08:01:00,Preparing,851.97
3728,9011,180,Paneer Butter Masala,2023-08-28,13:01:00,Pending,802.05
3729,8898,280,Masala Dosa,2024-07-04,11:39:00,Preparing,632.44
3730,7229,915,Veg Burger,2023-08-15,18:30:00,Pending,852.7
3731,9211,1438,Butter Naan,2023-07-03,08:45:00,Preparing,280.82
3732,4626,1966,Paneer Butter Masala,2023-11-27,09:49:00,Pending,631.4
3733,7311,1210,Tandoori Chicken,2023-03-15,16:55:00,Delivered,665.36
3734,9667,8,Veg Burger,2024-03-13,16:49:00,Pending,627.84
3735,9157,550,Chicken Biryani,2023-04-17,15:23:00,Pending,624.64
3736,1271,1240,Tandoori Chicken,2024-03-12,08:26:00,Preparing,422.15
3737,5914,955,Margherita Pizza,2024-01-20,15:16:00,Delivered,698.92
3738,3878,1206,Masala Dosa,2024-11-29,11:57:00,Pending,449.72
3739,1069,263,Masala Dosa,2024-04-19,08:13:00,Preparing,306.04
3740,6489,456,Paneer Butter Masala,2024-07-08,22:13:00,Delivered,1108.25
3741,8924,1552,Masala Dosa,2023-12-29,17:53:00,Delivered,351.63
3742,7812,1857,Pasta Alfredo,2024-12-06,23:55:00,Preparing,200.7
3743,6976,502,Margherita Pizza,2024-01-24,08:55:00,Cancelled,888.53
3744,3328,1586,Fried Rice,2023-06-24,16:48:00,Cancelled,261.2
3745,9495,1772,Tandoori Chicken,2023-08-24,09:57:00,Delivered,572.86
3746,1865,289,Pasta Alfredo,2023-12-06,10:50:00,Cancelled,592.32
3747,1317,1809,Masala Dosa,2023-05-17,14:53:00,Cancelled,277.16
3748,7237,1866,Paneer Butter Masala,2023-06-16,13:56:00,Pending,1062.72
3749,1030,899,Paneer Butter Masala,2024-03-14,18:14:00,Preparing,699.2
3750,2072,316,Butter Naan,2023-08-28,22:47:00,Cancelled,707.81
3751,1861,1637,Tandoori Chicken,2023-10-24,22:28:00,Cancelled,412.09
3752,8311,1523,Margherita Pizza,2023-04-30,14:49:00,Pending,489.2
3753,6929,434,Margherita Pizza,2024-12-10,22:07:00,Preparing,969.82
3754,5038,348,Paneer Butter Masala,2023-01-09,20:52:00,Cancelled,321.34
3755,3342,1526,Margherita Pizza,2024-05-20,19:51:00,Cancelled,225.24
3756,7276,283,Margherita Pizza,2023-11-17,20:46:00,Preparing,653.29
3757,1381,685,Paneer Butter Masala,2024-12-20,18:32:00,Delivered,1172.36
3758,5539,483,Paneer Butter Masala,2023-09-24,15:04:00,Pending,1012.44
3759,7443,687,Fried Rice,2023-11-01,22:38:00,Pending,594.66
3760,8971,432,Paneer Butter Masala,2024-04-14,14:24:00,Cancelled,872.0
3761,170,152,Margherita Pizza,2024-10-07,12:00:00,Cancelled,370.12
3762,2144,1251,Chicken Biryani,2023-09-23,12:44:00,Cancelled,985.98
3763,5135,1091,Pasta Alfredo,2023-02-10,13:55:00,Pending,470.51
3764,7199,1888,Tandoori Chicken,2023-06-02,21:18:00,Cancelled,408.52
3765,1959,111,Margherita Pizza,2023-08-17,11:58:00,Cancelled,704.9
3766,5859,1231,Momos,2024-01-12,08:34:00,Pending,756.3
3767,38,266,Masala Dosa,2024-07-24,18:20:00,Preparing,624.28
3768,7540,1153,Veg Burger,2023-12-05,14:21:00,Pending,364.14
3769,7043,1274,Chicken Biryani,2023-03-09,22:07:00,Delivered,542.11
3770,8825,423,Tandoori Chicken,2023-07-28,22:57:00,Preparing,711.87
3771,7216,1254,Veg Burger,2024-08-13,12:50:00,Delivered,454.59
3772,8270,1167,Chicken Biryani,2023-05-23,08:15:00,Delivered,386.46
3773,1171,1131,Butter Naan,2023-12-11,15:53:00,Preparing,1192.02
3774,6391,562,Butter Naan,2024-10-03,10:44:00,Preparing,881.14
3775,6986,1607,Paneer Butter Masala,2023-07-24,16:27:00,Delivered,738.1
3776,7558,1210,Paneer Butter Masala,2023-07-09,23:15:00,Cancelled,979.68
3777,8925,937,Momos,2023-09-24,15:55:00,Pending,775.42
3778,2226,193,Paneer Butter Masala,2024-07-09,13:06:00,Cancelled,500.59
3779,8937,1825,Paneer Butter Masala,2024-02-29,14:20:00,Pending,776.0
3780,4012,1928,Tandoori Chicken,2023-02-21,20:48:00,Pending,871.8
3781,3066,1930,Chicken Biryani,2024-06-25,15:39:00,Delivered,919.02
3782,7093,1500,Fried Rice,2024-11-08,21:44:00,Cancelled,1036.75
3783,3782,996,Pasta Alfredo,2023-07-14,08:50:00,Pending,899.19
3784,2553,246,Margherita Pizza,2023-02-16,11:37:00,Pending,523.7
3785,5771,680,Masala Dosa,2024-02-06,22:37:00,Delivered,635.91
3786,5869,686,Margherita Pizza,2023-07-18,11:59:00,Cancelled,616.13
3787,9796,575,Tandoori Chicken,2024-02-08,13:44:00,Pending,242.88
3788,6526,961,Pasta Alfredo,2023-07-23,16:55:00,Delivered,293.34
3789,4013,1936,Momos,2023-04-22,12:21:00,Preparing,1189.61
3790,4728,1834,Pasta Alfredo,2024-09-06,10:59:00,Pending,574.25
3791,2836,1249,Veg Burger,2023-01-03,21:08:00,Pending,1194.7
3792,2120,259,Momos,2024-02-16,13:54:00,Preparing,1137.25
3793,852,339,Chicken Biryani,2023-07-21,20:03:00,Delivered,456.63
3794,8832,1802,Tandoori Chicken,2023-05-06,11:54:00,Delivered,1073.87
3795,3,1875,Paneer Butter Masala,2023-03-03,12:09:00,Delivered,956.27
3796,8703,206,Veg Burger,2024-05-26,19:41:00,Delivered,900.04
3797,2071,60,Butter Naan,2024-01-05,18:33:00,Pending,994.87
3798,8326,62,Masala Dosa,2024-05-19,22:31:00,Preparing,303.95
3799,8821,1601,Momos,2024-10-21,13:24:00,Delivered,799.56
3800,2012,1216,Tandoori Chicken,2023-05-29,15:22:00,Preparing,864.92
3801,3012,916,Margherita Pizza,2023-04-21,13:31:00,Delivered,369.75
3802,1714,998,Tandoori Chicken,2024-12-07,15:05:00,Preparing,1179.8
3803,318,1885,Masala Dosa,2023-04-22,16:23:00,Pending,469.59
3804,3280,1716,Masala Dosa,2024-02-22,13:44:00,Pending,216.71
3805,185,366,Fried Rice,2024-12-21,13:05:00,Delivered,939.51
3806,7723,269,Tandoori Chicken,2024-12-03,14:07:00,Cancelled,829.15
3807,8714,1187,Veg Burger,2023-12-08,10:14:00,Preparing,701.37
3808,9166,1221,Pasta Alfredo,2023-08-26,15:16:00,Pending,961.58
3809,5031,898,Momos,2024-09-02,15:48:00,Preparing,238.21
3810,3610,1631,Veg Burger,2024-09-15,14:10:00,Pending,623.92
3811,3728,1328,Paneer Butter Masala,2023-08-07,08:35:00,Cancelled,649.62
3812,8643,430,Margherita Pizza,2024-03-29,12:02:00,Cancelled,227.69
3813,1538,572,Masala Dosa,2023-03-26,15:48:00,Pending,1128.8
3814,2117,289,Chicken Biryani,2024-12-08,18:31:00,Cancelled,255.22
3815,4637,1308,Masala Dosa,2024-05-23,12:03:00,Preparing,443.53
3816,8884,647,Masala Dosa,2024-02-05,18:33:00,Delivered,1062.33
3817,3982,172,Masala Dosa,2023-10-23,21:27:00,Delivered,505.84
3818,2463,1009,Margherita Pizza,2023-06-13,08:45:00,Delivered,943.48
3819,4103,1945,Paneer Butter Masala,2023-03-04,23:53:00,Cancelled,888.37
3820,6625,433,Fried Rice,2024-08-02,11:22:00,Cancelled,1165.31
3821,3666,698,Butter Naan,2024-07-06,10:04:00,Pending,318.67
3822,3651,554,Tandoori Chicken,2024-05-26,20:21:00,Pending,619.86
3823,7448,621,Fried Rice,2024-03-28,17:57:00,Pending,428.47
3824,1268,1707,Momos,2024-12-02,18:18:00,Preparing,194.54
3825,1600,63,Veg Burger,2023-02-04,18:35:00,Pending,869.81
3826,1602,1471,Tandoori Chicken,2023-07-07,13:52:00,Preparing,988.13
3827,1798,391,Veg Burger,2023-06-29,14:01:00,Preparing,976.57
3828,9285,1082,Chicken Biryani,2024-02-24,08:09:00,Pending,554.93
3829,103,1749,Fried Rice,2024-09-26,22:05:00,Preparing,802.93
3830,9169,488,Masala Dosa,2023-04-18,11:13:00,Pending,1014.85
3831,5069,32,Margherita Pizza,2023-01-18,12:27:00,Delivered,1161.51
3832,3847,208,Margherita Pizza,2024-09-20,20:06:00,Pending,1089.56
3833,7095,762,Masala Dosa,2023-03-30,16:04:00,Pending,299.22
3834,5700,301,Margherita Pizza,2023-09-09,16:08:00,Pending,716.16
3835,7186,477,Chicken Biryani,2024-07-15,08:41:00,Preparing,264.69
3836,7974,1396,Chicken Biryani,2024-10-15,11:07:00,Cancelled,241.5
3837,1034,1573,Momos,2024-05-05,20:58:00,Delivered,459.73
3838,3929,951,Paneer Butter Masala,2023-12-06,13:38:00,Cancelled,893.76
3839,8042,1,Veg Burger,2024-09-29,23:27:00,Cancelled,916.08
3840,2935,30,Fried Rice,2024-06-02,11:24:00,Delivered,568.75
3841,5050,136,Chicken Biryani,2024-02-11,21:01:00,Delivered,337.94
3842,7733,1286,Margherita Pizza,2023-06-21,16:31:00,Cancelled,569.61
3843,7159,1828,Tandoori Chicken,2024-07-02,11:42:00,Preparing,989.39
3844,8992,500,Paneer Butter Masala,2024-02-05,21:18:00,Pending,791.28
3845,1897,1021,Veg Burger,2023-01-10,12:14:00,Cancelled,953.02
3846,1382,963,Masala Dosa,2024-01-18,12:58:00,Pending,1009.17
3847,4780,1419,Margherita Pizza,2023-05-07,11:37:00,Pending,1102.24
3848,5513,1857,Tandoori Chicken,2023-05-14,11:37:00,Pending,1052.44
3849,109,326,Chicken Biryani,2023-12-13,10:43:00,Pending,1023.24
3850,6803,13,Momos,2024-12-29,22:09:00,Preparing,1007.26
3851,9150,863,Butter Naan,2024-09-10,19:48:00,Delivered,315.31
3852,8612,992,Tandoori Chicken,2024-05-19,18:37:00,Delivered,729.23
3853,8991,1495,Momos,2023-08-21,10:37:00,Delivered,201.79
3854,3998,917,Chicken Biryani,2023-12-07,17:28:00,Delivered,429.92
3855,7778,1823,Momos,2024-07-16,23:57:00,Delivered,903.15
3856,1280,1403,Masala Dosa,2023-09-07,20:18:00,Delivered,805.28
3857,3636,654,Veg Burger,2023-05-13,20:51:00,Cancelled,583.22
3858,1808,1903,Margherita Pizza,2023-06-17,13:59:00,Cancelled,340.53
3859,4874,1015,Chicken Biryani,2023-01-28,19:34:00,Delivered,584.78
3860,7113,1584,Tandoori Chicken,2023-07-29,12:52:00,Preparing,831.79
3861,9826,1290,Margherita Pizza,2023-05-17,22:02:00,Delivered,614.02
3862,9440,2000,Fried Rice,2024-03-16,11:52:00,Cancelled,977.65
3863,9925,1827,Pasta Alfredo,2024-02-20,17:08:00,Delivered,938.9
3864,9681,1831,Pasta Alfredo,2024-10-10,10:10:00,Pending,756.9
3865,8205,693,Margherita Pizza,2024-02-03,12:00:00,Cancelled,796.27
3866,7311,1857,Masala Dosa,2024-01-04,22:40:00,Delivered,167.34
3867,2704,1399,Tandoori Chicken,2023-10-17,17:41:00,Delivered,506.3
3868,1829,217,Margherita Pizza,2024-09-17,11:51:00,Pending,624.1
3869,7733,1837,Margherita Pizza,2023-09-20,16:59:00,Preparing,580.48
3870,671,739,Momos,2024-02-02,16:30:00,Cancelled,564.77
3871,9503,1021,Tandoori Chicken,2023-07-26,17:23:00,Cancelled,388.62
3872,6735,1838,Tandoori Chicken,2024-12-17,19:18:00,Cancelled,157.86
3873,7405,1252,Butter Naan,2024-08-02,22:15:00,Delivered,224.06
3874,4580,1412,Pasta Alfredo,2023-06-15,15:54:00,Pending,306.16
3875,2822,701,Fried Rice,2023-11-04,08:35:00,Pending,775.87
3876,7729,1802,Paneer Butter Masala,2023-04-24,17:10:00,Pending,205.55
3877,4381,1631,Butter Naan,2023-07-10,10:39:00,Preparing,813.29
3878,8771,1569,Masala Dosa,2023-09-12,17:59:00,Pending,497.96
3879,2859,1171,Fried Rice,2024-04-04,20:17:00,Pending,1044.28
3880,1011,1406,Pasta Alfredo,2024-06-04,12:02:00,Preparing,271.24
3881,7914,894,Pasta Alfredo,2023-11-14,09:11:00,Pending,724.27
3882,7307,1722,Veg Burger,2024-06-17,22:03:00,Cancelled,773.09
3883,4153,1277,Masala Dosa,2023-10-25,11:43:00,Cancelled,260.47
3884,2663,1855,Tandoori Chicken,2024-04-17,23:48:00,Preparing,276.25
3885,1327,1911,Masala Dosa,2024-04-28,23:28:00,Preparing,804.47
3886,2775,807,Butter Naan,2023-09-08,23:50:00,Preparing,825.61
3887,3813,487,Pasta Alfredo,2023-06-10,17:00:00,Delivered,250.4
3888,5629,1026,Momos,2023-09-14,19:10:00,Preparing,623.06
3889,8839,1056,Pasta Alfredo,2023-03-17,10:47:00,Pending,1187.34
3890,5949,1970,Butter Naan,2023-01-04,13:16:00,Preparing,749.31
3891,3615,84,Paneer Butter Masala,2023-10-08,16:39:00,Cancelled,924.11
3892,1535,1941,Chicken Biryani,2023-08-26,11:53:00,Pending,812.35
3893,738,179,Margherita Pizza,2024-11-23,20:56:00,Preparing,369.36
3894,8187,1041,Paneer Butter Masala,2024-08-13,10:57:00,Cancelled,861.54
3895,6342,1132,Butter Naan,2024-03-31,22:49:00,Pending,956.29
3896,9868,207,Masala Dosa,2023-07-20,15:31:00,Cancelled,431.97
3897,1153,1515,Veg Burger,2023-09-01,16:25:00,Delivered,492.43
3898,8665,404,Pasta Alfredo,2024-01-17,12:18:00,Pending,749.3
3899,8669,1641,Pasta Alfredo,2024-08-30,14:24:00,Delivered,794.51
3900,1206,795,Masala Dosa,2024-08-14,08:33:00,Preparing,639.17
3901,7564,1746,Paneer Butter Masala,2023-04-19,23:58:00,Cancelled,321.52
3902,4253,31,Momos,2024-09-23,12:59:00,Delivered,151.53
3903,1371,844,Fried Rice,2024-05-17,21:07:00,Delivered,1093.21
3904,3070,1078,Pasta Alfredo,2024-11-05,14:55:00,Cancelled,916.31
3905,442,1349,Fried Rice,2024-08-07,19:20:00,Delivered,160.23
3906,2580,982,Momos,2023-09-17,11:26:00,Pending,943.97
3907,8985,911,Chicken Biryani,2024-11-28,23:39:00,Pending,1119.06
3908,8837,1317,Veg Burger,2024-04-30,10:17:00,Preparing,750.37
3909,9144,127,Butter Naan,2023-10-04,11:33:00,Delivered,203.74
3910,108,1138,Pasta Alfredo,2024-04-05,12:38:00,Delivered,789.31
3911,5270,622,Masala Dosa,2024-07-10,13:31:00,Preparing,780.89
3912,3800,71,Masala Dosa,2023-06-29,20:05:00,Cancelled,185.46
3913,8578,965,Butter Naan,2023-08-30,23:13:00,Delivered,1028.68
3914,5051,1286,Pasta Alfredo,2024-01-14,12:40:00,Preparing,1011.5
3915,2019,1967,Tandoori Chicken,2024-02-13,08:11:00,Cancelled,729.15
3916,1923,1446,Butter Naan,2024-04-18,10:55:00,Pending,722.77
3917,6809,1428,Masala Dosa,2023-12-26,12:37:00,Preparing,588.22
3918,851,330,Pasta Alfredo,2023-06-30,16:13:00,Cancelled,449.2
3919,9202,375,Margherita Pizza,2023-03-30,20:39:00,Preparing,1080.0
3920,3304,1808,Momos,2023-01-11,09:46:00,Delivered,995.57
3921,5724,567,Pasta Alfredo,2024-08-16,19:59:00,Cancelled,823.25
3922,9941,712,Margherita Pizza,2023-07-07,19:33:00,Delivered,455.03
3923,4407,22,Momos,2024-03-03,09:01:00,Delivered,566.31
3924,4891,1587,Fried Rice,2023-04-14,16:44:00,Cancelled,682.08
3925,4258,884,Butter Naan,2024-10-15,13:56:00,Delivered,587.22
3926,9531,1544,Veg Burger,2023-09-23,23:58:00,Delivered,183.08
3927,6343,1362,Tandoori Chicken,2023-01-26,12:12:00,Delivered,419.76
3928,3870,767,Masala Dosa,2023-08-10,11:18:00,Pending,732.74
3929,9637,846,Masala Dosa,2024-08-26,23:24:00,Delivered,720.09
3930,874,253,Chicken Biryani,2024-04-12,11:32:00,Pending,777.05
3931,1698,323,Paneer Butter Masala,2023-04-29,19:07:00,Cancelled,507.07
3932,5186,677,Butter Naan,2023-11-20,13:26:00,Delivered,882.3
3933,4093,65,Chicken Biryani,2024-01-07,08:59:00,Cancelled,337.41
3934,2756,508,Tandoori Chicken,2024-12-23,14:19:00,Delivered,266.03
3935,6498,382,Tandoori Chicken,2023-05-24,08:55:00,Cancelled,188.11
3936,878,1160,Momos,2024-03-01,10:50:00,Delivered,192.07
3937,7969,681,Masala Dosa,2023-03-03,08:56:00,Pending,366.15
3938,1706,132,Chicken Biryani,2024-01-02,14:26:00,Preparing,1116.76
3939,5075,1508,Fried Rice,2023-09-02,08:01:00,Delivered,532.43
3940,165,1758,Margherita Pizza,2023-02-04,09:14:00,Cancelled,1153.08
3941,4101,1337,Pasta Alfredo,2024-03-26,18:58:00,Delivered,764.7
3942,6061,389,Masala Dosa,2023-10-24,14:39:00,Cancelled,503.72
3943,4078,1422,Masala Dosa,2023-02-04,19:26:00,Preparing,1090.02
3944,1069,1529,Butter Naan,2023-12-22,16:21:00,Cancelled,822.06
3945,8214,1417,Chicken Biryani,2024-01-19,22:19:00,Cancelled,745.85
3946,5573,1500,Paneer Butter Masala,2024-02-11,08:08:00,Pending,517.82
3947,8002,673,Pasta Alfredo,2023-03-14,11:53:00,Cancelled,1013.91
3948,8908,619,Butter Naan,2023-06-23,14:44:00,Cancelled,924.5
3949,5687,1956,Pasta Alfredo,2023-11-14,23:41:00,Preparing,695.17
3950,2556,281,Chicken Biryani,2023-01-16,21:09:00,Delivered,585.09
3951,4103,360,Veg Burger,2024-08-13,08:03:00,Cancelled,678.28
3952,5317,1984,Tandoori Chicken,2023-07-31,13:58:00,Delivered,1003.1
3953,3464,1723,Chicken Biryani,2024-06-24,23:10:00,Cancelled,500.49
3954,5211,944,Paneer Butter Masala,2024-06-22,23:51:00,Preparing,187.35
3955,3216,4,Masala Dosa,2023-07-19,21:23:00,Preparing,1025.44
3956,6295,1571,Paneer Butter Masala,2024-09-25,13:52:00,Preparing,567.07
3957,8706,1848,Butter Naan,2023-10-29,20:49:00,Delivered,380.5
3958,1423,160,Momos,2023-02-19,16:36:00,Preparing,1059.57
3959,7320,1907,Margherita Pizza,2024-07-21,22:18:00,Cancelled,670.04
3960,1226,584,Paneer Butter Masala,2023-05-27,17:57:00,Delivered,530.4
3961,6396,1665,Paneer Butter Masala,2024-06-18,09:51:00,Delivered,475.41
3962,4801,1264,Butter Naan,2024-02-05,16:03:00,Cancelled,426.5
3963,5204,1782,Momos,2024-10-10,21:14:00,Pending,1098.19
3964,7280,232,Butter Naan,2023-06-11,19:13:00,Pending,341.14
3965,1790,1113,Pasta Alfredo,2023-09-03,11:27:00,Delivered,872.32
3966,5244,36,Margherita Pizza,2024-12-26,11:29:00,Delivered,1179.38
3967,717,480,Masala Dosa,2024-10-12,23:38:00,Preparing,178.8
3968,293,1909,Momos,2023-11-15,16:12:00,Preparing,672.92
3969,3057,1147,Masala Dosa,2023-02-05,18:06:00,Preparing,475.62
3970,4195,1629,Butter Naan,2023-10-28,21:14:00,Pending,308.08
3971,4460,193,Pasta Alfredo,2023-11-09,19:25:00,Pending,526.89
3972,933,215,Paneer Butter Masala,2023-07-05,10:42:00,Preparing,767.93
3973,1082,638,Chicken Biryani,2024-12-23,20:11:00,Delivered,932.33
3974,235,1380,Butter Naan,2024-06-05,22:20:00,Pending,552.72
3975,5792,853,Tandoori Chicken,2023-07-07,16:29:00,Cancelled,359.46
3976,6606,390,Butter Naan,2023-07-05,18:20:00,Cancelled,703.36
3977,1832,1971,Tandoori Chicken,2023-01-04,16:50:00,Delivered,974.42
3978,6190,1575,Fried Rice,2024-10-23,13:07:00,Pending,614.92
3979,4791,408,Momos,2024-07-01,20:09:00,Delivered,274.07
3980,8045,963,Margherita Pizza,2024-10-10,22:59:00,Preparing,1043.99
3981,2506,168,Margherita Pizza,2024-04-25,17:31:00,Pending,584.05
3982,5212,586,Masala Dosa,2024-10-02,13:38:00,Pending,1184.47
3983,8669,1687,Fried Rice,2023-10-31,20:46:00,Cancelled,565.46
3984,7486,1025,Tandoori Chicken,2023-10-03,12:12:00,Cancelled,453.16
3985,5196,1012,Chicken Biryani,2024-03-13,17:28:00,Preparing,546.21
3986,1408,1514,Pasta Alfredo,2023-10-06,21:30:00,Pending,235.02
3987,6316,468,Momos,2023-08-17,14:05:00,Pending,336.14
3988,7493,1209,Veg Burger,2024-09-17,19:32:00,Cancelled,182.42
3989,8560,16,Tandoori Chicken,2024-04-10,13:07:00,Pending,812.54
3990,461,1464,Chicken Biryani,2024-02-16,14:30:00,Cancelled,220.57
3991,6416,48,Chicken Biryani,2024-02-27,18:13:00,Cancelled,940.04
3992,319,572,Tandoori Chicken,2024-02-01,18:00:00,Delivered,465.76
3993,4308,675,Chicken Biryani,2024-09-04,09:59:00,Delivered,293.37
3994,5294,519,Chicken Biryani,2023-11-28,18:32:00,Cancelled,674.09
3995,7137,203,Tandoori Chicken,2024-10-05,22:25:00,Delivered,824.62
3996,6895,330,Paneer Butter Masala,2024-07-28,19:00:00,Preparing,882.25
3997,2392,453,Masala Dosa,2023-06-30,18:06:00,Pending,786.49
3998,8486,1372,Paneer Butter Masala,2023-09-29,13:29:00,Delivered,1039.25
3999,737,1849,Masala Dosa,2023-01-11,21:02:00,Delivered,446.62
4000,629,1181,Margherita Pizza,2024-10-26,09:29:00,Pending,859.54
4001,199,487,Veg Burger,2023-07-02,23:53:00,Delivered,220.2
4002,6085,1911,Pasta Alfredo,2024-03-01,13:53:00,Delivered,550.68
4003,2433,1271,Pasta Alfredo,2023-11-30,14:51:00,Delivered,797.58
4004,1213,1669,Margherita Pizza,2024-08-04,21:53:00,Pending,429.21
4005,4842,1188,Masala Dosa,2024-06-02,14:54:00,Cancelled,1037.51
4006,8629,1851,Margherita Pizza,2023-05-28,22:20:00,Pending,721.34
4007,6911,1568,Tandoori Chicken,2024-05-13,09:41:00,Cancelled,1109.39
4008,6804,25,Masala Dosa,2024-07-03,19:59:00,Delivered,430.99
4009,1697,731,Masala Dosa,2024-09-25,21:29:00,Pending,154.12
4010,9478,1840,Chicken Biryani,2024-12-15,18:47:00,Pending,575.41
4011,2798,1537,Veg Burger,2023-10-23,14:55:00,Cancelled,524.53
4012,883,229,Chicken Biryani,2023-08-07,22:52:00,Preparing,1061.71
4013,283,128,Tandoori Chicken,2024-09-01,16:13:00,Pending,961.3
4014,5903,171,Paneer Butter Masala,2024-04-06,15:31:00,Delivered,471.28
4015,9235,907,Butter Naan,2024-02-24,15:35:00,Preparing,333.38
4016,1456,57,Momos,2023-09-05,14:25:00,Delivered,432.31
4017,2119,363,Margherita Pizza,2023-10-23,18:02:00,Cancelled,670.39
4018,9652,2,Veg Burger,2024-06-14,22:54:00,Preparing,732.47
4019,9339,772,Butter Naan,2024-06-25,22:13:00,Delivered,530.48
4020,3511,630,Veg Burger,2024-09-23,14:13:00,Cancelled,1043.5
4021,8779,1880,Veg Burger,2024-10-12,09:46:00,Cancelled,278.91
4022,5193,1159,Pasta Alfredo,2024-08-29,16:52:00,Preparing,721.0
4023,2534,267,Paneer Butter Masala,2024-12-24,21:06:00,Preparing,977.36
4024,5253,151,Pasta Alfredo,2024-10-07,10:47:00,Cancelled,1152.05
4025,3633,1141,Chicken Biryani,2023-08-11,22:16:00,Delivered,684.81
4026,5374,1059,Margherita Pizza,2023-04-21,19:56:00,Cancelled,1171.38
4027,9807,478,Chicken Biryani,2024-09-06,08:33:00,Preparing,1199.39
4028,5469,877,Margherita Pizza,2023-07-08,16:10:00,Preparing,154.17
4029,3269,1327,Paneer Butter Masala,2023-10-31,08:38:00,Pending,1067.9
4030,2553,1031,Veg Burger,2024-01-07,10:34:00,Delivered,607.63
4031,7147,1727,Butter Naan,2023-03-17,11:27:00,Preparing,926.92
4032,8505,1543,Fried Rice,2024-11-18,09:20:00,Delivered,1121.02
